work_id,field,current_in_primer,should_be,evidence_source,reason
KG-2386,classification,Painting,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2387,classification,Painting,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2388,classification,Other,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2389,classification,Other,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2390,classification,Other,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2391,classification,Other,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2392,classification,Other,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2393,classification,Other,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2394,classification,Other,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2397,classification,,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2398,classification,,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2399,classification,Painting,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2400,classification,Other,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2435,classification,,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2436,classification,,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2437,classification,,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2441,classification,,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2448,classification,,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2449,classification,,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2454,classification,Painting,"Drawing, Collage or other Work on Paper",auto_resolution,Works on paper map to Artsy's Drawing/Collage category.
KG-2461,classification,,Sculpture,auto_resolution,Stone works are sculptures.
UNRESOLVED-026fdb79e7,title,,"Coulon, Jean Hebe",sub_inventory,(filled from sub_inventory)
UNRESOLVED-026fdb79e7,external_id,,G40614,sub_inventory,(filled from sub_inventory)
UNRESOLVED-026fdb79e7,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-0648da1646,title,,"Engman, Robert Linear Series, Oliver",sub_inventory,(filled from sub_inventory)
UNRESOLVED-0648da1646,external_id,,G80030,sub_inventory,(filled from sub_inventory)
UNRESOLVED-0648da1646,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-096dcd9636,title,,"Fyfe, Joe A Sock Pulled Off",sub_inventory,(filled from sub_inventory)
UNRESOLVED-096dcd9636,year,,2002,sub_inventory,(filled from sub_inventory)
UNRESOLVED-096dcd9636,external_id,,G41207,sub_inventory,(filled from sub_inventory)
UNRESOLVED-096dcd9636,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-0c5a9694b7,title,,"Barye, Antoine-Louis Pair of Basset Hounds",sub_inventory,(filled from sub_inventory)
UNRESOLVED-0c5a9694b7,external_id,,G41792,sub_inventory,(filled from sub_inventory)
UNRESOLVED-0c5a9694b7,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-0cc91bb9c3,title,,"Iommi, Enio Sin Titulo, c. 1970s",sub_inventory,(filled from sub_inventory)
UNRESOLVED-0cc91bb9c3,external_id,,G80010,sub_inventory,(filled from sub_inventory)
UNRESOLVED-0cc91bb9c3,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-0e0ba97bf8,title,,"Poor, Henry Varnum Drawing: Landscape",sub_inventory,(filled from sub_inventory)
UNRESOLVED-0e0ba97bf8,external_id,,G40862,sub_inventory,(filled from sub_inventory)
UNRESOLVED-0e0ba97bf8,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-140f508068,title,,Unknown Cartoon: Man by Piano,sub_inventory,(filled from sub_inventory)
UNRESOLVED-140f508068,external_id,,G40883,sub_inventory,(filled from sub_inventory)
UNRESOLVED-140f508068,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-1999f945b6,title,,"Suba, Miklos Architectural Rendering, Hotel St. George",sub_inventory,(filled from sub_inventory)
UNRESOLVED-1999f945b6,external_id,,G40758,sub_inventory,(filled from sub_inventory)
UNRESOLVED-1999f945b6,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-1c1db02f28,title,,"Shinn, Everett Sketch for the Doors of Clyde Filcher Home (couple in landscape)",sub_inventory,(filled from sub_inventory)
UNRESOLVED-1c1db02f28,external_id,,G40828,sub_inventory,(filled from sub_inventory)
UNRESOLVED-1c1db02f28,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-1f2b40169e,title,,"Hannock, Stephen Flooded River, Mauve Dam",sub_inventory,(filled from sub_inventory)
UNRESOLVED-1f2b40169e,year,,2006,sub_inventory,(filled from sub_inventory)
UNRESOLVED-1f2b40169e,external_id,,G41097,sub_inventory,(filled from sub_inventory)
UNRESOLVED-1f2b40169e,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-209f23e9e6,title,,"Bluemner, Oscar Leraw Avenue",sub_inventory,(filled from sub_inventory)
UNRESOLVED-209f23e9e6,external_id,,G40304,sub_inventory,(filled from sub_inventory)
UNRESOLVED-209f23e9e6,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2156194e4d,title,,"Barye, Antoine-Louis Lion",sub_inventory,(filled from sub_inventory)
UNRESOLVED-2156194e4d,external_id,,G80002,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2156194e4d,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-22e611597a,title,,"du Bois, Guy Pene Portrait of Chester Dale",sub_inventory,(filled from sub_inventory)
UNRESOLVED-22e611597a,external_id,,G80029,sub_inventory,(filled from sub_inventory)
UNRESOLVED-22e611597a,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2587b9c67d,title,,"Kieff, Antonio Grediaga Folkloric Fado",sub_inventory,(filled from sub_inventory)
UNRESOLVED-2587b9c67d,external_id,,G80012,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2587b9c67d,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-26d43edb97,title,,"Kemeys, Edward The Still Hunt",sub_inventory,(filled from sub_inventory)
UNRESOLVED-26d43edb97,external_id,,G41115,sub_inventory,(filled from sub_inventory)
UNRESOLVED-26d43edb97,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2a7f10b619,title,,"Vonnoh, Bessie Potter Mother and Child",sub_inventory,(filled from sub_inventory)
UNRESOLVED-2a7f10b619,year,,1920,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2a7f10b619,external_id,,G41794,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2a7f10b619,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2d885e6826,title,,"Gay, Walter A Picture Gallery",sub_inventory,(filled from sub_inventory)
UNRESOLVED-2d885e6826,external_id,,G80007,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2d885e6826,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2fc46ce490,title,,"Bluhm, Norman Untitled",sub_inventory,(filled from sub_inventory)
UNRESOLVED-2fc46ce490,year,,1961,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2fc46ce490,external_id,,G41793,sub_inventory,(filled from sub_inventory)
UNRESOLVED-2fc46ce490,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-31292b9ca7,title,,"Barye, Antoine-Louis Cheval Turc No 3",sub_inventory,(filled from sub_inventory)
UNRESOLVED-31292b9ca7,external_id,,G80000,sub_inventory,(filled from sub_inventory)
UNRESOLVED-31292b9ca7,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-32866b0e64,title,,"Moigniez, Jules Pair of Hares",sub_inventory,(filled from sub_inventory)
UNRESOLVED-32866b0e64,year,,1880,sub_inventory,(filled from sub_inventory)
UNRESOLVED-32866b0e64,external_id,,G41134,sub_inventory,(filled from sub_inventory)
UNRESOLVED-32866b0e64,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-39e3d6018c,title,,"Simon, Paul Le Jeune Elephant",sub_inventory,(filled from sub_inventory)
UNRESOLVED-39e3d6018c,external_id,,G41778,sub_inventory,(filled from sub_inventory)
UNRESOLVED-39e3d6018c,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-3e7949c7a2,title,,"Howard, Cecil B. Wrestlers",sub_inventory,(filled from sub_inventory)
UNRESOLVED-3e7949c7a2,year,,1935,sub_inventory,(filled from sub_inventory)
UNRESOLVED-3e7949c7a2,external_id,,G41727,sub_inventory,(filled from sub_inventory)
UNRESOLVED-3e7949c7a2,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-3eb4283e5d,title,,"Fratin, Christopher Tiger and Ostrich",sub_inventory,(filled from sub_inventory)
UNRESOLVED-3eb4283e5d,external_id,,G41078,sub_inventory,(filled from sub_inventory)
UNRESOLVED-3eb4283e5d,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-4023d55da8,title,,"West, Benjamin Coll. Belasarius as a Blind Beggar",sub_inventory,(filled from sub_inventory)
UNRESOLVED-4023d55da8,external_id,,G40870,sub_inventory,(filled from sub_inventory)
UNRESOLVED-4023d55da8,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-40fe6f8ea6,title,,"Zorn, Anders etching of unknown title: woman seated by a window",sub_inventory,(filled from sub_inventory)
UNRESOLVED-40fe6f8ea6,external_id,,G40902,sub_inventory,(filled from sub_inventory)
UNRESOLVED-40fe6f8ea6,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-4557a107d3,title,,"Bluhm, Norman Untitled",sub_inventory,(filled from sub_inventory)
UNRESOLVED-4557a107d3,year,,1961,sub_inventory,(filled from sub_inventory)
UNRESOLVED-4557a107d3,external_id,,G40779,sub_inventory,(filled from sub_inventory)
UNRESOLVED-4557a107d3,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-4d6ae1ecea,title,,"Bonheur, Isidore Jules Retour au Pesage (Return to Enclosure)",sub_inventory,(filled from sub_inventory)
UNRESOLVED-4d6ae1ecea,external_id,,G41723,sub_inventory,(filled from sub_inventory)
UNRESOLVED-4d6ae1ecea,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-4dd639c0b1,title,,"Johnson, David Trees",sub_inventory,(filled from sub_inventory)
UNRESOLVED-4dd639c0b1,external_id,,G17076,sub_inventory,(filled from sub_inventory)
UNRESOLVED-4dd639c0b1,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-504567630d,title,,"Howard, Cecil B. Finish of Crotch-Hold and Throw",sub_inventory,(filled from sub_inventory)
UNRESOLVED-504567630d,year,,1935,sub_inventory,(filled from sub_inventory)
UNRESOLVED-504567630d,external_id,,G80009,sub_inventory,(filled from sub_inventory)
UNRESOLVED-504567630d,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5286cbff65,title,,"Vonnoh, Bessie Potter Motherhood",sub_inventory,(filled from sub_inventory)
UNRESOLVED-5286cbff65,year,,1902,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5286cbff65,external_id,,G80025,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5286cbff65,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-55122a12d1,title,,"Katchadourian, Sarkis Calla Lillies",sub_inventory,(filled from sub_inventory)
UNRESOLVED-55122a12d1,external_id,,G40086,sub_inventory,(filled from sub_inventory)
UNRESOLVED-55122a12d1,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-55cbf4c2d1,title,,"Neel, Alice Untitled (Young Girl in Red Striped Shirt)",sub_inventory,(filled from sub_inventory)
UNRESOLVED-55cbf4c2d1,year,,1973,sub_inventory,(filled from sub_inventory)
UNRESOLVED-55cbf4c2d1,external_id,,G41076,sub_inventory,(filled from sub_inventory)
UNRESOLVED-55cbf4c2d1,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-55f80d7a61,title,,"Butterworth, Elizabeth Scarlet Macaw",sub_inventory,(filled from sub_inventory)
UNRESOLVED-55f80d7a61,year,,1993,sub_inventory,(filled from sub_inventory)
UNRESOLVED-55f80d7a61,external_id,,M91849,sub_inventory,(filled from sub_inventory)
UNRESOLVED-55f80d7a61,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5a75924b80,title,,"Mozier, Joseph Springtime",sub_inventory,(filled from sub_inventory)
UNRESOLVED-5a75924b80,year,,1870,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5a75924b80,external_id,,G80016,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5a75924b80,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5d049caa47,title,,"Bluemner, Oscar Willet Street, Bloomfield",sub_inventory,(filled from sub_inventory)
UNRESOLVED-5d049caa47,external_id,,G40309,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5d049caa47,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5e34208f36,title,,"Gordin, Sidney 7 20",sub_inventory,(filled from sub_inventory)
UNRESOLVED-5e34208f36,year,,1958,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5e34208f36,external_id,,G80026,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5e34208f36,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5ef178cedd,title,,"Manship, Paul Sagittarius Ashtray",sub_inventory,(filled from sub_inventory)
UNRESOLVED-5ef178cedd,year,,1919,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5ef178cedd,external_id,,G40626,sub_inventory,(filled from sub_inventory)
UNRESOLVED-5ef178cedd,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-61ebfe64dd,title,,"Day, James Francis Mother and Child",sub_inventory,(filled from sub_inventory)
UNRESOLVED-61ebfe64dd,external_id,,G40021,sub_inventory,(filled from sub_inventory)
UNRESOLVED-61ebfe64dd,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-63a1b1d601,title,,"Lorenz, Nancy Fireworks",sub_inventory,(filled from sub_inventory)
UNRESOLVED-63a1b1d601,year,,2006,sub_inventory,(filled from sub_inventory)
UNRESOLVED-63a1b1d601,external_id,,G41740,sub_inventory,(filled from sub_inventory)
UNRESOLVED-63a1b1d601,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-63d7d8ab48,title,,"American School, 20th c. Abstract Form",sub_inventory,(filled from sub_inventory)
UNRESOLVED-63d7d8ab48,year,,1930,sub_inventory,(filled from sub_inventory)
UNRESOLVED-63d7d8ab48,external_id,,G41779,sub_inventory,(filled from sub_inventory)
UNRESOLVED-63d7d8ab48,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-6456945937,title,,"Johnson, David Cook's Island, Lake George",sub_inventory,(filled from sub_inventory)
UNRESOLVED-6456945937,year,,1859,sub_inventory,(filled from sub_inventory)
UNRESOLVED-6456945937,external_id,,G31187,sub_inventory,(filled from sub_inventory)
UNRESOLVED-6456945937,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-652e60085e,title,,"Jennewein, Carl Paul Over the Waves",sub_inventory,(filled from sub_inventory)
UNRESOLVED-652e60085e,year,,1927,sub_inventory,(filled from sub_inventory)
UNRESOLVED-652e60085e,external_id,,G80011,sub_inventory,(filled from sub_inventory)
UNRESOLVED-652e60085e,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-678727ab7d,title,,"Poncet, Antoine Untitled (unique)",sub_inventory,(filled from sub_inventory)
UNRESOLVED-678727ab7d,external_id,,G80018,sub_inventory,(filled from sub_inventory)
UNRESOLVED-678727ab7d,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-6c6aed6130,title,,"Akeley, Clar E. Stung",sub_inventory,(filled from sub_inventory)
UNRESOLVED-6c6aed6130,year,,1914,sub_inventory,(filled from sub_inventory)
UNRESOLVED-6c6aed6130,external_id,,G40502,sub_inventory,(filled from sub_inventory)
UNRESOLVED-6c6aed6130,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-6fae2c9609,title,,"Resika, Paul The Dark Pond (Horseleech)",sub_inventory,(filled from sub_inventory)
UNRESOLVED-6fae2c9609,year,,1983,sub_inventory,(filled from sub_inventory)
UNRESOLVED-6fae2c9609,external_id,,G40710,sub_inventory,(filled from sub_inventory)
UNRESOLVED-6fae2c9609,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-71942aca00,title,,"Zuniga, Francisco Mujer Sentada con Rebozo (Seated Woman with Shawl)",sub_inventory,(filled from sub_inventory)
UNRESOLVED-71942aca00,year,,1974,sub_inventory,(filled from sub_inventory)
UNRESOLVED-71942aca00,external_id,,G80022,sub_inventory,(filled from sub_inventory)
UNRESOLVED-71942aca00,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-74191bf369,title,,"Butterworth, Elizabeth Green Winged Macaw",sub_inventory,(filled from sub_inventory)
UNRESOLVED-74191bf369,year,,1993,sub_inventory,(filled from sub_inventory)
UNRESOLVED-74191bf369,external_id,,M91850,sub_inventory,(filled from sub_inventory)
UNRESOLVED-74191bf369,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-74cd20e7d6,title,,"Bluemner, Oscar Bloomfield, New Jersey",sub_inventory,(filled from sub_inventory)
UNRESOLVED-74cd20e7d6,year,,1917,sub_inventory,(filled from sub_inventory)
UNRESOLVED-74cd20e7d6,external_id,,G40361,sub_inventory,(filled from sub_inventory)
UNRESOLVED-74cd20e7d6,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-76879044aa,title,,Unknown John Taylor,sub_inventory,(filled from sub_inventory)
UNRESOLVED-76879044aa,external_id,,G40013,sub_inventory,(filled from sub_inventory)
UNRESOLVED-76879044aa,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-790b5bd4c4,title,,"Johnson, David Study for Trees",sub_inventory,(filled from sub_inventory)
UNRESOLVED-790b5bd4c4,external_id,,G31210,sub_inventory,(filled from sub_inventory)
UNRESOLVED-790b5bd4c4,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-7c3ae1dffa,title,,"Johnson, David Saint Meaque, Lake George",sub_inventory,(filled from sub_inventory)
UNRESOLVED-7c3ae1dffa,external_id,,G31324,sub_inventory,(filled from sub_inventory)
UNRESOLVED-7c3ae1dffa,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-7f7843d1d5,title,,"Poncet, Antoine Tirelyre",sub_inventory,(filled from sub_inventory)
UNRESOLVED-7f7843d1d5,year,,1969,sub_inventory,(filled from sub_inventory)
UNRESOLVED-7f7843d1d5,external_id,,G80020,sub_inventory,(filled from sub_inventory)
UNRESOLVED-7f7843d1d5,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-8090f17881,title,,"Barye, Antoine-Louis Elephant du Senegal",sub_inventory,(filled from sub_inventory)
UNRESOLVED-8090f17881,external_id,,G80003,sub_inventory,(filled from sub_inventory)
UNRESOLVED-8090f17881,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-8546abde7d,title,,"Barye, Antoine-Louis Ours Couche Sur Le Dos",sub_inventory,(filled from sub_inventory)
UNRESOLVED-8546abde7d,external_id,,G80004,sub_inventory,(filled from sub_inventory)
UNRESOLVED-8546abde7d,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-85dbc7373d,title,,"Johnson, David Lake George, September 1859",sub_inventory,(filled from sub_inventory)
UNRESOLVED-85dbc7373d,year,,1859,sub_inventory,(filled from sub_inventory)
UNRESOLVED-85dbc7373d,external_id,,G17028,sub_inventory,(filled from sub_inventory)
UNRESOLVED-85dbc7373d,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-85e03614be,title,,"Dickens, Sophie Minotaur",sub_inventory,(filled from sub_inventory)
UNRESOLVED-85e03614be,external_id,,G80024,sub_inventory,(filled from sub_inventory)
UNRESOLVED-85e03614be,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-89bd5d1956,title,,"Shinn, Everett Sketch: Wickford, Rhode Island",sub_inventory,(filled from sub_inventory)
UNRESOLVED-89bd5d1956,external_id,,G40822,sub_inventory,(filled from sub_inventory)
UNRESOLVED-89bd5d1956,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-8ca8694a1e,title,,Unknown Sketch: trees,sub_inventory,(filled from sub_inventory)
UNRESOLVED-8ca8694a1e,external_id,,G40900,sub_inventory,(filled from sub_inventory)
UNRESOLVED-8ca8694a1e,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-9116526edf,title,,"Berge, Edward Henry Portrait of the Black Children",sub_inventory,(filled from sub_inventory)
UNRESOLVED-9116526edf,external_id,,G41120,sub_inventory,(filled from sub_inventory)
UNRESOLVED-9116526edf,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-965a0010d8,title,,"Shinn, Everett Sketch: Reclining Man",sub_inventory,(filled from sub_inventory)
UNRESOLVED-965a0010d8,external_id,,G40821,sub_inventory,(filled from sub_inventory)
UNRESOLVED-965a0010d8,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-9dd11a93b3,title,,"Shinn, Everett Pardon Me Sir",sub_inventory,(filled from sub_inventory)
UNRESOLVED-9dd11a93b3,external_id,,G13917,sub_inventory,(filled from sub_inventory)
UNRESOLVED-9dd11a93b3,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-a39e50a9bc,title,,"Bluemner, Oscar Bloomfield Heights",sub_inventory,(filled from sub_inventory)
UNRESOLVED-a39e50a9bc,external_id,,G40308,sub_inventory,(filled from sub_inventory)
UNRESOLVED-a39e50a9bc,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-a5cd91b9db,title,,"Fraser, Laura Gardin Frightened Dog",sub_inventory,(filled from sub_inventory)
UNRESOLVED-a5cd91b9db,external_id,,G33863,sub_inventory,(filled from sub_inventory)
UNRESOLVED-a5cd91b9db,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-a600f0267b,title,,"Troubetzkoy, Paul Pomeranian",sub_inventory,(filled from sub_inventory)
UNRESOLVED-a600f0267b,external_id,,G80028,sub_inventory,(filled from sub_inventory)
UNRESOLVED-a600f0267b,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-aa209bcbe0,title,,"McCartan, Edward Diana Torso",sub_inventory,(filled from sub_inventory)
UNRESOLVED-aa209bcbe0,classification,,Sculpture,auto_resolution,Torsos are sculptures.
UNRESOLVED-aa209bcbe0,external_id,,G80014,sub_inventory,(filled from sub_inventory)
UNRESOLVED-aa209bcbe0,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-acfbfca4ad,title,,"Bluhm, Norman Yangtze",sub_inventory,(filled from sub_inventory)
UNRESOLVED-acfbfca4ad,year,,1960,sub_inventory,(filled from sub_inventory)
UNRESOLVED-acfbfca4ad,external_id,,G41250,sub_inventory,(filled from sub_inventory)
UNRESOLVED-acfbfca4ad,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ad2930795a,title,,"Bluemner, Oscar Soho Ruin, Morris Canal",sub_inventory,(filled from sub_inventory)
UNRESOLVED-ad2930795a,external_id,,G40299,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ad2930795a,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-af8dd89d04,title,,"Koons, Jeff Balloon Dog (Red)",sub_inventory,(filled from sub_inventory)
UNRESOLVED-af8dd89d04,year,,1995,sub_inventory,(filled from sub_inventory)
UNRESOLVED-af8dd89d04,external_id,,G80023,sub_inventory,(filled from sub_inventory)
UNRESOLVED-af8dd89d04,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b10c39ae79,title,,"Gay, Walter Library Interior",sub_inventory,(filled from sub_inventory)
UNRESOLVED-b10c39ae79,external_id,,G80006,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b10c39ae79,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b65519a07e,title,,"Borglum, Gutzon Nero",sub_inventory,(filled from sub_inventory)
UNRESOLVED-b65519a07e,year,,1903,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b65519a07e,external_id,,G41002,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b65519a07e,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b6d8dac7e9,title,,Unknown portrait of a woman,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b6d8dac7e9,external_id,,G40901,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b6d8dac7e9,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b8c255c8a7,title,,"Mihich, Vasa Velizar #2062",sub_inventory,(filled from sub_inventory)
UNRESOLVED-b8c255c8a7,year,,1983,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b8c255c8a7,external_id,,G80015,sub_inventory,(filled from sub_inventory)
UNRESOLVED-b8c255c8a7,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ba669d6f6a,title,,"Resika, Paul Spring",sub_inventory,(filled from sub_inventory)
UNRESOLVED-ba669d6f6a,year,,1980,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ba669d6f6a,external_id,,G40709,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ba669d6f6a,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
