,Image,Title,Origin,Date,Medium,Dimensions,Link,File Location,Acquired By,Provenance,Published and Exhibited,Label Copy
,,Krishna Revels with the Gopis: Page from a Dispersed Gita Govinda (Song of the Cowherds),"India, Madhya Pradesh, Malwa",ca. 1630-40,Opaque watercolor and silver on paper,4 1/2 x 8 in. (11.4 x 20.3 cm),https://www.metmuseum.org/art/collection/search/65584?searchField=All&amp;sortBy=Relevance&amp;ft=%22kapoor+galleries%22&amp;offset=0&amp;rpp=20&amp;pos=1,https://drive.google.com/file/d/1AEeMpxkOU7BA9730CJvSylyz2_oU2KUk/view?usp=sharing,Met,"[ Kapoor Galleries Inc. , New York, by 2003, sold to MMA]","New York. The Metropolitan Museum of Art. ""Krishna: Mythology and Worship,"" February 9, 2004–May 9, 2004.

New York. The Metropolitan Museum of Art. ""Illustrated Manuscripts in India: Late 13th–early 17th Century,"" 2004.

New York. The Metropolitan Museum of Art. ""Krishna: Mythology and Worship,"" March 1, 2008–July 28, 2008.

New York. The Metropolitan Museum of Art. ""Lyrical Visions: Paintings from North India,"" December 3, 2011–May 28, 2012.

New York. The Metropolitan Museum of Art. ""Poetry and Devotion in Indian Painting: A Curatorial Legacy,"" June 15, 2016–December 4, 2016.","A girl with curving hips, bending to whisper in his ear,
Cherishes her kiss on her lover’s tingling cheek.
Hari revels here as the crowd of charming girls
Revels in seducing him to play.
—Gita Govinda, canto 1, verse 41

This illustration faithfully adheres to the text, presenting Krishna (Hari) on the bank of a river surrounded by admiring cow maids (gopis). However, it is the color play of the natural elements, populated with birds and monkeys, that animates the scene. With its wavelike cloud pattern and distinct figure type, this work typifies the early Malwa stylistic vocabulary.

Inscription: Inscribed in text panel above with Gita Govinda, I, v. 41:

A girl with curving hips, bending to whisper in his ear,
Cherishes her kiss on her lover's tingling cheek.
Hari revels here as the crowd of charming girls
Revels in seducing him to play.

Miller trans., 1977, p. 76"
,,Rama and Lakshmana on Mount Pavarasana: Folio from the Shangri Ramayana series (Style II),"Punjab Hills, Kingdom of Jammu (Bahu)",ca. 1690-1710,"Ink, opaque watercolor, and silver on paper",7 x 12 1/8 in. (17.8 x 30.8 cm),https://www.metmuseum.org/art/collection/search/53684?searchField=All&amp;sortBy=Relevance&amp;ft=%22kapoor+galleries%22&amp;offset=0&amp;rpp=20&amp;pos=2,https://drive.google.com/file/d/1AT_fhyrVfTkpEGwAdsYUOQRCmiL6SEGG/view?usp=sharing,Met,"[ Kapoor Galleries Inc. , New York, by 1999, sold to MMA]","New York. The Metropolitan Museum of Art. ""Gods and Demons,"" 2000–2001.

New York. The Metropolitan Museum of Art. ""Paintings in the Punjab Hills,"" 2003.

New York. Asia Society. ""In the Realm of Gods and Kings: Arts of India, Selections from the Polsky Collections and The Metropolitan Museum of Art,"" September 14, 2004–December 10, 2004.

New York. The Metropolitan Museum of Art. ""The Ramayana,"" July 6, 2005–October 9, 2005.

New York. The Metropolitan Museum of Art. ""Epic India: Scenes from the Ramayana,"" March 30, 2010–September 19, 2010.

San Francisco. Asian Art Museum of San Francisco. ""The Rama Epic: Hero, Heroine, Ally, Foe,"" October 21, 2016–January 15, 2017.

New York,. The Metropolitan Museum of Art. ""Sita and Rama: The Ramayana in Indian Painting,"" August 3, 2019–March 7, 2021.","Rama is shown with his brother at the summit of Mount Pavarasana passing a sleepless night after searching in vain for his wife, Sita, who has been abducted by the demon Ravana. Her fate is as yet unknown to Rama,so his fear has not yet turned to anger. The Ramayana emphasizes the vast territory they have covered and the desperate nature of their search, suggested by the featureless expanse leading to the curving horizon, marked by a silver moon.

This painting belongs to the Shangri Ramayana series, which is associated with a number of Punjab court styles, suggesting that it was the product of itinerant artists who worked for a number of patrons in the region. This folio is most closely associated with the atelier at Mandi, known for its simple but compelling compositions.

Inscription: Inscribed in devanagari on verso: 118 kiskindha (numerals in takri)"
,,Krishnanagar Clay Figures (1),"Krishnanagar or Kolkata, West Bengal",ca. 19th century,"Polychrome terracotta, textiles and metal",approx 10 in. (25.5 cm.),https://collections.mingei.org/objects-1/portfolio?records=50&query=mfs%20any%20%22Krishnanagar%22&sort=9,https://drive.google.com/file/d/18a65UGwiKlcaYaZza8kIMDruY-HYCHmK/view?usp=sharing,Mingei International Museum,From a Mid-Western American collection,,
,,2,,,,,,https://drive.google.com/file/d/1jL3U7HDPrwAU4oApYWWFcDbGTGMyFfCn/view?usp=sharing,Mingei International Museum,,,
,,3,,,,,,https://drive.google.com/file/d/1FgM1Dxm0xqwwB8I70stDz4yiA91zv9G8/view?usp=sharing,Mingei International Museum,,,
,,4,,,,,,https://drive.google.com/file/d/1FihPe42kKwJ0OR7ndT5UuNbSswDJ3UIN/view?usp=sharing,Mingei International Museum,,,
,,5,,,,,,https://drive.google.com/file/d/12dJ13WchHuU0fPWaEDRA6lyJHUvhFtF0/view?usp=sharing,Mingei International Museum,,,
,,6,,,,,,https://drive.google.com/file/d/1CCMxY0f-eAj142B9hJ_7tRKaiHjpcepL/view?usp=sharing,Mingei International Museum,,,
,,7,,,,,,https://drive.google.com/file/d/1bbzyZbIChNMnzITui_whqV4lvhSX7p1e/view?usp=sharing,Mingei International Museum,,,
,,8,,,,,,https://drive.google.com/file/d/1CSuWFXM-31C_RXj-WvxdpA3H-IYwx6Md/view?usp=sharing,Mingei International Museum,,,
,,9,,,,,,https://drive.google.com/file/d/14mKLZzeDuwjshI4WeapEwqZlyAZLo_7-/view?usp=sharing,Mingei International Museum,,,
,,10,,,,,,https://drive.google.com/file/d/1fFeTh1nosAmkLeSIiaNqffrlGrO2YhwT/view?usp=sharing,Mingei International Museum,,,
,,11,,,,,,https://drive.google.com/file/d/1mT1wJcxn0wpPxhehKJgE4c8muEexqtqD/view?usp=sharing,Mingei International Museum,,,
,,12,,,,,,https://drive.google.com/file/d/1qYMuo83Z1WAe9Z5zdRiGs-Mtk9PXBAQ0/view?usp=sharing,Mingei International Museum,,,
,,13,,,,,,https://drive.google.com/file/d/1GqgKfmi2E8f_dFk4YCIWFJrTh97JYnEz/view?usp=sharing,Mingei International Museum,,,
,,14,,,,,,https://drive.google.com/file/d/1-4P4oH5SZGiNAbIFcNqA7svBmZEaUn8N/view?usp=sharing,Mingei International Museum,,,
,,15,,,,,,https://drive.google.com/file/d/1vfQNIRYPbSKBCMbMnD-FBVihj9clh1iJ/view?usp=sharing,Mingei International Museum,,,
,,16,,,,,,https://drive.google.com/file/d/1MzwFp2hL9TJlT56RaXbTXmisSq67eswj/view?usp=sharing,Mingei International Museum,,,
,,The Vasudhara Mandala Signed: Jasaraja Jirila,Nepal,1365,Ground mineral pigment on cloth,41 by 34 in. (104 by 86.4 cm.),,https://drive.google.com/file/d/1NZTgdfW-LLGkT_XfmHQ9b9RE9iuuzxlQ/view?usp=sharing,,"Doris Wiener, New York, circa 1970; The Collection of Stuart Cary Welch: Sothebys, London, May 31 st , 2011, lot 84","Nepal: Where the Gods are Young, The Asia Society, New York, 1975; Himalayas: An Aesthetic Adventure, The Art Institute of Chicago, 2003",
,,Man-Lion Incarnation of Vishnu,"Rajasthan, Mewar",c. 1650,Opaque watercolor on paper,image: 6-5/8 x 8-5/8 in. (16.8 x 21.9 cm); sheet: 7-1/2 x 9-1/2 in. (19.1 x 24.1 cm),https://www.nortonsimon.org/art/detail/P.2004.07.6,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Illustration to the Bhagavata Purana: Sage Sukdeva and King Parikshit,"Himachal Pradesh, Guler Workshop",c. 1775-1800,Opaque watercolor on paper,image: 7-1/4 x 10-1/16 in. (18.4 x 25.6 cm); sheet: 8-1/2 x 11-1/4 in. (21.6 x 28.6 cm),https://www.nortonsimon.org/art/detail/P.2002.02.7,https://drive.google.com/file/d/19XDS9VotMdJ56artLrEEH3sZdh9fzE9b/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"Small inscriptions above the men identify them as Sukdeva on the left and Parikshit on the right. Sukdeva was a learned sage or philosopher and the narrator of the Bhagavatapurana, the epic tale of the life and adventures of the great Hindu god Krishna. Sukdeva spent a week reciting the text to King Parikshit, who gained salvation by listening to the story. The scene takes place within a small pavilion hovering above the banks of the holy river Ganga (known today as the Ganges), where the recitation took place."
,,Krishna the Butter Thief,"Himachal Pradesh, Bilaspur Workshop",1725-50,Opaque watercolor on paper,8 x 5-5/8 in. (20.3 x 14.3 cm) ,https://www.nortonsimon.org/art/detail/P.2003.02.08,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Lasies Visiting an Ascetic at Night,Mughal Style,c. early 18th century,Opaque watercolor on paper,image: 6-7/8 x 4-3/16 in. (17.5 x 10.6 cm); sheet: 7-7/8 x 5-1/8 in. (20.0 x 13.0 cm) ,https://www.nortonsimon.org/art/detail/P.2003.06.1,https://drive.google.com/file/d/1t8h8XTnmryIuaOocbdQBc5nv5ErkJTwj/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"The exquisite details in this painting—the crescent moon and starry night sky, the dazzling multilayered outfits of the two young women and the delicate leaves of the flourishing tree—are hallmarks of the Mughal style of Indian painting. A pious young woman and her female companion visit a guru, who has long matted hair, a beard and fingernails. Painting night scenes became popular during the reign of Shah Jahan, a Mughal emperor (r. 1628–58) who was a great patron of the arts."
,,Torana with Garuda,Nepal,18th century,Terracotta,10-1/2 x 18-1/4 in. (26.7 x 46.4 cm) ,https://www.nortonsimon.org/art/detail/P.2004.08,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Emancipation of the Ogress Putana,"Madhya Pradesh, Malwa",1675-1700,Opaque watercolor on paper,image: 8-1/2 x 13 in. (21.6 x 33.0 cm); sheet: 9-1/2 x 14 in. (24.1 x 35.6 cm) ,https://www.nortonsimon.org/art/detail/P.2001.13.4,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,A Sketch for a Satsai Illustration (?): Peeping Tom,"Himachal Pradesh, Guler or Kangra Workshop",1800-1850,Ink and graphite on paper,image (oval): 5-3/8 x 4-1/8 in. (13.7 x 10.5 cm); sheet: 5-3/4 x 4-3/8 in. (14.6 x 11.1 cm),https://www.nortonsimon.org/art/detail/P.2003.02.12,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,"Hazrat Qasim, Son of Hazrat Hasan, on Horseback",Mughal Style,1750,Opaque watercolor on paper,image: 7-3/8 x 4-1/2 in. (18.7 x 11.4 cm); sheet: 16-3/4 x 12-1/4 in. (42.6 x 31.1 cm) ,https://www.nortonsimon.org/art/detail/P.2003.05.2,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Krishna's Palace in Dvaraka,"Himachal Pradesh, Kangra Workshop",1850,Opaque watercolor on paper,image: 15-1/8 x 17-7/8 in. (38.4 x 45.4 cm); sheet: 15-7/8 x 18-5/8 in. (40.3 x 47.3 cm) ,https://www.nortonsimon.org/art/detail/P.2001.13.2,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Victorious Krishna Dances on Kaliya,"Rajasthan, Kishangath Workshop",1775,Opaque watercolor on paper,image: 11-5/8 x 7-3/8 in. (29.5 x 18.7 cm); sheet: 15 x 10-5/8 in. (38.1 x 27.0 cm) ,https://www.nortonsimon.org/art/detail/P.2001.14,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,A Sikh Guru and a Prince in Conversation,"Himchal Pradesh, Guler Workshop",1800-1825,Opaque watercolor on paper,image: 8-5/8 x 6-3/8 in. (21.9 x 16.2 cm); sheet: 11-1/2 x 9 in. (29.2 x 22.9 cm),https://www.nortonsimon.org/art/detail/P.2001.13.1,https://drive.google.com/file/d/1JwuFHPkMqWr2vR_7I2yEU6saZa_QKNhw/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"At first glance, one might presume that the prominent figure on the right of this painting is the prince, and the smaller figure the Sikh guru. The opposite is true. Sikh teachers, admired for both their religious and military abilities, were portrayed in art as princely soldiers. The guru sits on a beautiful floral carpet, and he holds a bow and arrow as well as a sword. His servant fans him from behind while holding his buckler.

By contrast, the prince is seated without the traditional trappings of a royal figure. His elite status is conveyed by his rich textiles and jewelry."
,,An Equestrian Portrait of a Sikh Prince,"Himchal Predesh, Kangra Workshop",1825-50,Opaque watercolor on paper,image: 8-1/4 x 6-7/8 in. (21.0 x 17.5 cm); sheet: 9-3/4 x 7-1/2 in. (24.8 x 19.1 cm) ,https://www.nortonsimon.org/art/detail/P.1999.03.3ab,https://drive.google.com/file/d/15CRlHYSEGmGXX_3x1oyQa9K7qAPWZOgA/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"Admired for their courage and physical prowess, the Sikhs form a distinct and admired community in India. Sikhs are easily distinguished from other Indians by their turbans, which cover their long hair and beards, both of which they are forbidden to cut. Sikh gurus are both religious and military leaders and are commonly portrayed as princely soldiers, as in this equestrian portrait."
,,Leaf from a Manuscript of Jayadeva's Gita Govinda: Dalliance of Krishna and Radha,"Attributed to the painter Govinda (Indian, fl. 1580-1611)",c. 1600,Opaque watercolor on paper,image (a): 3-5/8 x 8-3/4 in. (9.2 x 22.2 cm); image (b): 3-3/4 x 9-1/8 in. (9.5 x 23.2 cm); sheet: 5 x 10 in. (12.7 x 25.4 cm) ,https://www.nortonsimon.org/art/detail/P.2002.02.6ab,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Folio from a Bhagavata Purana Series: King Yudhisthira Performs the Rajasuya Sacrifice,"Himachal Pradesh, Kangra Workshop",1825-50,Opaque watercolor on paper,image: 10-1/2 x 15-5/8 in. (26.7 x 39.7 cm); sheet: 12-1/4 x 17 in. (31.1 x 43.2 cm),https://www.nortonsimon.org/art/detail/P.2003.02.02,https://drive.google.com/file/d/1UD4bm6xba6BSCsZBMDPtTcMbIMC7tI9S/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"This complex scene depicts several episodes from one chapter of the Bhagavata Purana. Key characters appear in multiple locations, represented at different points in time. For example, King Yudhisthira can be seen bathing in the river with maidens, then dressing himself on its bank moments later.

This depiction of the king and maidens in the river is a reworking of a popular motif used in many Indian paintings: Krishna at play in the Jamuna River with female devotees. The depiction of this motif was meant to catch the attention of the erudite viewer, communicating the painter’s own knowledge of the tradition in which he worked."
,,Folio Illustrating Episodes from the Jarasandha Story,"Rajasthan, Bikaner",1625-50,Opaque watercolor on paper,image (a): 3-3/4 x 10-5/8 in. (9.5 x 27.0 cm); sheet: 6 x 11-3/8 in. (15.2 x 28.9 cm),https://www.nortonsimon.org/art/detail/P.2001.13.3ab,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Ladies Watching a Cockfight,"Rajasthan, Bundi School",1725,Opaque watercolor on paper,image: 10-1/4 x 7-1/4 in (26 x 18.4 cm); sheet: 11-7/8 x 9 in. (30.2 x 22.9 cm) ,https://www.nortonsimon.org/art/detail/P.2001.13.5,https://drive.google.com/file/d/1IV7mXNlA2ywy657D_7rUTu_RPAmZyRv-/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"This picture offers a glimpse into private life in the zenana (ladies’ quarters) of a Rajput palace. Two elegant ladies and several maids while away the afternoon by conducting and watching a lively cockfight, a pastime most commonly favored by men."
,,Ajit Singh of Ghanerao,"Dana Painted by (Indian, active 1800-1825)",1812,Opaque watercolor on paper,image: 11-1/4 x 9 in. (28.6 x 22.9 cm); sheet: 11-1/2 x 9-1/4 in. (29.2 x 23.5 cm),https://www.nortonsimon.org/art/detail/P.2002.02.9,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,The Fish (Matsya) Incarnation of Vishnu,"Himachal Pradesh, Mandi Workshop",c. 1775,Opaque watercolor on paper,image: 7-1/2 x 9-1/2 in. (19.1 x 24.1 cm); sheet: 8-3/4 x 11 in. (22.2 x 27.9 cm) ,https://www.nortonsimon.org/art/detail/P.1999.03.4ab,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Folio from a Samgrahanisutra Manuscript: The Court of Indra,Gujarat or Rajasthan,1575-1600,Opaque watercolor on paper,image: 4-1/8 x 8-3/4 in. (10.5 x 22.2 cm); sheet: 4-1/2 x 9-3/4 in. (11.4 x 24.8 cm) ,https://www.nortonsimon.org/art/detail/P.2003.02.07,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Krishna Converses with a Messenger,"Himachal Pradesh, Kangra Workshop",c. 1800,Opaque watercolor on paper,image: 7-1/4 x 4-5/8 in. (18.4 x 11.7 cm); sheet: 9-1/2 x 6-7/8 in. (24.1 x 17.5 cm),https://www.nortonsimon.org/art/detail/P.2002.02.1,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Folio from a Ragamala Series: Agada Ragaputra,"Himachal Pradesh, Mankot Workshop",1750-75,Opaque watercolor on paper,image: 8-1/8 x 6-1/8 in. (20.6 x 15.6 cm); sheet: 10-1/4 x 8-1/8 in. (26.0 x 20.6 cm),https://www.nortonsimon.org/art/detail/P.2000.09.1,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Man-Lion Incarnation of Vishnu,"Himachal Pradesh, Mankot or Bahu",c. 1700,Opaque watercolor on paper,image: 6-1/8 x 5-1/2 in. (15.6 x 14.0 cm); sheet: 7-3/8 x 6-1/2 in. (18.7 x 16.5 cm),https://www.nortonsimon.org/art/detail/P.2000.09.7,https://drive.google.com/file/d/1wIvUwJQ8PFzYsu9bbu1leadcjyM8l9wI/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"The malevolent king Hiranyakashipu, here spread across Vishnu’s lap, was granted an imperfect form of immortality by the gods. He could not be killed during the day or at night, indoors or outdoors, by man or by beast. When he attempted to kill his own son, Vishnu intervened. In half-man, half-lion form, Vishnu burst from a doorpost at twilight and tore Hiranyakashipu apart, evading all of the conditions protecting the king.

Vishnu’s triumph relied on a paradox fundamental to Hindu belief: being both man and lion, indoors and outside, he was also neither of these things. The division of space within the doorway emphasizes this rather abstract idea, as Vishnu’s face is framed by daylight on one side and darkness on the other."
,,Maharao Basant Singh and Maharaja Sahab Prithivi Singh,"Rajasthan, Kota (?)",c. 1775,Opaque watercolor on paper,image: 7-1/4 x 10-1/2 in. (18.4 x 26.7 cm); sheet: 8-1/4 x 10-1/2 in. (21.0 x 26.7 cm),https://www.nortonsimon.org/art/detail/P.2002.02.8,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Khusraw Spies Shirin Bathing,Mughal Style,c. 1700,Opaque watercolor on paper,image: 4-3/4 x 2-5/8 in. (12.1 x 6.7 cm); sheet: 11-7/8 x 7-3/8 in. (30.2 x 18.7 cm) ,https://www.nortonsimon.org/art/detail/P.2003.05.1,https://drive.google.com/file/d/1LudB_2IvhqgKXIjJV9mIcZV34KdG7glA/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"This episode appears early in the story, before the two lovers have met in person; in fact, they have only seen portraits of one another. While riding on his horse, Khusraw admires a young beauty bathing but does not know it is Shirin."
,,Krishna Demands a Toll,"Himachal Pradesh, Kangra or Uttaranchal, Garhwal",c. 1825,Opaque watercolor on paper,image: 9-1/8 x 7-1/8 in. (23.2 x 18.1 cm); sheet: 11-3/4 x 9-3/4 in. (29.9 x 24.8 cm) ,https://www.nortonsimon.org/art/detail/P.2000.09.2,https://drive.google.com/file/d/1JSbGDgxe4UM6cPFGThubffnN0Z9m1LTw/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"This encounter between the blue-skinned Krishna and his consort, Radha, is a variation on the theme of dana lila, or “gift play.” Radha, dressed as an officer, threatens to take Krishna into custody for making cheeky comments towards her and her female companions.

A city looms large in the painting’s background. Architectural details such as pierced-stone screens and railings and balcony spaces are clearly discernible against pink and white walls. In the shadow of this urban space, the lovers exercise a coy restraint, while two of Krishna’s companions gaze at the couple knowingly."
,,Leaf from an Album: Sultan Abu Sa'id,Mughal Style,1650-75,Opaque watercolor on paper,image: 5-7/8 x 3-1/4 in. (14.9 x 8.3 cm); sheet: 13-3/4 x 8-7/8 in. (35.0 x 22.5 cm),https://www.nortonsimon.org/art/detail/P.2001.13.6,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Folio from a Devimahatmya: Vishnu with Madhu and Kaitabha,"Rajasthan, Bikaner",18th century,Opaque watercolor on paper,image: 4-5/8 x 3-1/8 in. (11.8 x 7.9 cm); sheet: 5 x 9 in. (12.7 x 22.9 cm),https://www.nortonsimon.org/art/detail/P.2000.09.6ab,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Folio from a Bhagavata Purana Series: Priests Perform a Sacrifice,"Odisha, Puri (?)",19th century,Opaque watercolor and gold on paper ,image: 8-3/8 x 11-5/8 in. (21.3 x 29.5 cm); sheet: 9-1/4 x 12-3/4 in. (23.5 x 32.4 cm) ,https://www.nortonsimon.org/art/detail/P.2003.02.03,https://drive.google.com/file/d/1DZTR4eG0vF-5AL8EYZfDwK-2g6W7Vi1R/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"This painting from a Bhagavatapurana is accompanied by five lines of text in the distinctive Oriya script, common to Orissa. This particular scene revolves around a discussion concerning the cooking of sacrificial rice."
,,Ladies Worship Krishna and Radha,Harinarayan (Indian),c. 1900,Opaque watercolor on paper,image: 13-3/4 x 9-3/4 in. (34.9 x 24.7 cm); sheet: 16-1/4 x 12-1/4 in. (41.3 x 31.1 cm),https://www.nortonsimon.org/art/detail/P.2002.02.2,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Devi Fighting Raktavija,"Himachal Pradesh, Guler Workshop",c. 1775-1800,Ink and opaque watercolor on paper ,image: 7-5/8 x 9-3/8in. (19.4 x 23.8 cm); sheet: 8-1/8 x 11-5/8 in. (20.6 x 29.5cm),https://www.nortonsimon.org/art/detail/P.2003.02.11a%252Cb,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Infant Krishna Destroys the Demon Trinavarta,"Himachal Pradesh, Kangra Workshop",c. 1775-1800,Ink and opaque watercolor on paper ,image: 8-1/8 x 12-1/4 in. (20.6 x 31.1 cm); sheet: 10 x 13-3/4 in. (25.4 x 34.9 cm) ,https://www.nortonsimon.org/art/detail/P.2003.02.10,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Illustration from a Devimahatmya: Durga Engages the Buffalo Titan,"Himachal Pradesh, Guler Workshop",c. 1825,Opaque watercolor on paper,image: 7-3/8 x 10-1/2 in. (18.7 x 26.7 cm); sheet: 9-7/8 x 13 in. (25.1 x 33.0 cm) ,https://www.nortonsimon.org/art/detail/P.2004.07.5,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Folio from a Ragamala Series: Bhairavi Ragini,"Madhya Pradesh, Malwa",c. 1625-50,Opaque watercolor on paper,image: 7-1/4 x 5-7/8 in. (18.4 x 14.9 cm); sheet: 8-3/4 x 6-1/4 in. (22.2 x 15.9 cm),https://www.nortonsimon.org/art/detail/P.2002.02.4,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,A Folio from the Satsai (?): Ravishing Revelation,"Uttaranchal, Garhwal Workshop or Himachal Pradesh, Kangra Workshop","
c. 1825",Opaque watercolor on paper,image: 7-5/8 x 5-1/4 in. (19.4 x 13.3 cm); sheet: 9-3/4 x 7-1/8 in. (24.8 x 18.1 cm),https://www.nortonsimon.org/art/detail/P.1999.03.2?PageSpeed=noscript,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Raja Ranjit Sen of Suket and Family,"Himachal Pradesh, Kangra Workshop","
c. 1775",Opaque watercolor on paper ,"
image: 8-1/8 x 6-1/2 in. (20.6 x 16.5 cm); sheet: 10-1/4 x 8-1/2 in. (26.0 x 21.6 cm) ",https://www.nortonsimon.org/art/detail/P.2003.02.04,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Shirin Mourning Farhad's Death,Provincial Mughal Style,"
c. 18th century",Opaque watercolor on paper ,image: 11 x 7 in. (27.9 x 17.8 cm); sheet: 13-1/2 x 10 in. (34.3 x 25.4 cm) ,https://www.nortonsimon.org/art/detail/P.2003.06.2,https://drive.google.com/file/d/1YUn_YECwJOVgYwm2N3h_wYFQYKIRJNs7/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"The tragic love story of Shirin and Khusraw is the Persian equivalent of Romeo and Juliet. Shirin’s father encourages Farhad, Khusraw’s rival, to cut a road through an impenetrable mountain; if he is successful, he will offer him his daughter’s hand in marriage. Fueled by passion, Farhad works day and night and nearly completes the seemingly impossible task. Shirin’s father then dupes the lovesick man by sending an old woman to tell him that Shirin has died. Grief-stricken, Farhad jumps to his death. Below, Shirin mourns his unfortunate and tragic death, while the old woman covers her face in shame."
,,Illustration from a Ragamala Album: Bhairava Raga,"Andhra Pradesh (Deccan), Hyderabad",1700-1750,Opaque watercolor and gold on paper,image: 11-1/4 x-7 in. (28.6 x 17.8 cm); sheet: 14-1/8 x 9-5/8 in. (35.9 x 24.4 cm) ,https://www.nortonsimon.org/art/detail/P.2002.02.5,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Illustration from a Bhagavata Purana Series: Story of the Syamantaka Gem," Madhya Pradesh, Malwa",c. 1700,Opaque watercolor on paper ,image: 6-5/8 x 14 in. (16.8 x 35.6 cm); sheet: 7-3/4 x 14-1/2 in. (19.7 x 36.8 cm) ,https://www.nortonsimon.org/art/detail/P.2003.02.06,,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,
,,Illustration to the Bhagavata Purana: The Building of the Fort,"Himachal Pradesh, Kangra Workshop","
c. 1825",Opaque watercolor on paper ,image: 14 x 19-7/8 in. (35.6 x 50.5 cm); sheet: 15-3/8 x 21 in. (39.1 x 53.3 cm) ,https://www.nortonsimon.org/art/detail/P.2000.09.5,https://drive.google.com/file/d/1GKLlGDEAkPe3QTgcyF2PJnqyyS7dBBHu/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"This image is likely from the same workshop that produced the Gita Govinda series at left, although the intimacy of the forest has given way here to a large clearing. The foliage and vines on each tree and the tiny body of each songbird are still rendered with care, but these details are peripheral to the episode pictured.

Krishna’s fort was built in the sea, although its construction appears to unfold in a large clearing here. Only a silvery strip at the bottom of the page hints at the scene’s proximity to the water."
,,The Month of Bhadon (August-September),"Rajasthan, Bundi or Uniara Workshop",c. 1750,Opaque watercolor and gold on paper,"
image: 9-3/8 x 6-3/8 in. (23.8 x 16.2 cm); sheet: 9-1/2 x 6-5/8 in. (24.1 x 16.8 cm) ",https://www.nortonsimon.org/art/detail/P.2003.02.09,https://drive.google.com/file/d/18-c_R8opw5UKMayFkL4W6MKfAUTTUbrr/view?usp=sharing,Norton Simon Museum,Gift of Ramesh and Urmil Kapoor ,,"A major literary theme in the Indian painting tradition is the representation of the seasons and their emotional connotations. The month of Bhadon (August–September) occurs during monsoon season and is therefore a time for lovers not to be parted, but to remain together safely indoors. In this painting,
lions and elephants run amok, peacocks cower in the bushes and rain sheets down from the darkened night sky. Observing all of this is a couple, gazing at one another with love and affection from their protected balcony."
